Order_ID,Product_ID
2022554,2077
1783264,6319
1783264,1286
1783264,7572
1783264,7795
1783264,2963
1783264,6880
1783264,2254
1619774,7609
1619774,6681
1619774,6319
1619774,7609
1619774,7408
1619774,3573
1619774,5757
3036470,2002
1591917,2952
1591917,8230
1591917,4654
1591917,3408
1591917,2197
1591917,2197
1591917,5523
1591917,4103
3056667,1049
3056667,4823
3056667,3873
3056667,2952
3056667,4836
2244930,5647
2244930,2094
2244930,2957
1236994,5665
1236994,6670
1236994,9102
1236994,9499
1236994,2799
1236994,1527
1674968,7236
1674968,7591
1674968,2799
2857125,6903
2857125,1049
2857125,2740
2857125,6880
2857125,2799
2857125,1975
2857125,5660
2857125,5665
2776603,2185
2776603,7572
2776603,2130
2776603,1559
2776603,2254
2112455,6608
1510794,6704
1441570,2852
1441570,5756
1441570,4126
1702741,9525
1702741,6740
1702741,6591
1795724,7316
1795724,7463
1795724,2963
1795724,1941
1795724,9102
1795724,8182
1795724,6137
2626695,4756
2626695,2952
2626695,2963
2626695,5227
2626695,4378
2626695,7572
2626695,7152
2626695,7463
3045001,2957
3045001,1377
3045001,4415
3045001,2197
3045001,5543
3045001,1244
1793328,9485
1793328,5689
1793328,7316
1793328,4836
1793328,2916
1465807,4103
1465807,1405
1465807,4756
1465807,7090
1465807,2799
1465807,1045
3436625,4378
3436625,5442
3436625,1676
2701410,2852
2701410,3336
2701410,4738
2701410,7090
2701410,6740
2701410,6424
1794961,8666
1794961,9832
1794961,6880
1794961,6704
1794961,5543
1794961,1341
2188562,4885
2188562,8085
1693033,5509
1693033,2130
1693033,8025
1693033,6740
1693033,6424
1693033,1527
1693033,1341
1023420,8085
1317205,1676
1317205,2094
1317205,7090
1746291,8417
1746291,1975
1746291,5509
1091198,1875
1091198,6719
1091198,2740
1091198,1875
1091198,2197
1091198,9832
1091198,7316
3388245,2695
3388245,4378
3388245,1875
3388245,1234
1728959,8824
1728959,6306
1728959,5757
1728959,9693
1728959,2952
1728959,1559
1728959,7316
3258416,1405
3258416,2197
3258416,6591
3258416,7591
3258416,1676
3258416,2197
3258416,2740
3239685,2293
3239685,5053
3239685,4654
3239685,6849
3094554,2293
3094554,2094
3094554,3199
2925733,2002
2925733,1858
2925733,4415
2925733,8110
2925733,6374
2925733,7609
1929576,1527
3156182,7408
3156182,2185
3156182,6319
3156182,1831
3156182,6591
1259610,3977
3186165,8077
3186165,8004
3186165,2077
3186165,9102
3186165,7876
3186165,7200
3186165,3573
1191809,2522
1191809,1831
1191809,5227
1191809,4836
1191809,7236
3283042,7266
3283042,9273
3283042,6428
1550200,7572
1559514,2185
1559514,2254
3142004,5756
3142004,1377
3142004,2254
3142004,5271
3142004,3692
3142004,2002
3142004,1527
3142004,3336
2295216,4674
2295216,1559
2295216,3336
2295216,1875
2295216,5056
2295216,4885
2949130,7957
2949130,5679
2949130,7266
2648688,5053
1219458,1676
1219458,7906
1219458,1858
1219458,6880
1219458,6740
1219458,4476
1219458,4674
3108753,3226
3108753,8230
3108753,7408
3108753,8768
3108753,9499
3108753,6591
3108753,8902
3306663,8110
3306663,4738
3306663,5665
3306663,1234
3306663,7876
3306663,1341
3306663,3226
3306663,5999
3482934,7316
3482934,3314
3482934,9149
1470967,1831
1470967,8768
3166241,2002
1082720,4836
1082720,7329
1082720,5227
1082720,2094
1082720,3884
1082720,4823
1082720,5607
1082720,6724
2144011,6903
2144011,4674
2144011,8443
2144011,3575
1706630,1421
1706630,5523
1706630,1831
1706630,2825
1706630,6066
1706630,2130
1064921,7609
1064921,1858
1064921,6670
1064921,2703
1064921,7572
1064921,7329
1064921,9745
2428074,4915
2848231,8824
2848231,4744
2848231,4738
2848231,1527
2848231,2002
2848231,5757
2848231,9348
2848231,2197
2900596,8085
2900596,6424
1555535,6724
1555535,5509
1555535,3199
1555535,6681
1555535,2197
1555535,2197
2612188,5679
2612188,4103
2612188,8902
2612188,5949
2612188,8182
1860023,5660
1860023,3408
1997934,5999
1997934,2130
1997934,8230
1997934,2952
1997934,8417
1997934,7906
1997934,7316
2961245,7200
2961245,1421
2961245,3336
3351562,6903
3351562,4738
3351562,7090
3351562,7090
3351562,8417
3351562,5509
3351562,4756
3351562,6680
2207843,2916
1898752,2703
1898752,6137
1898752,2957
1898752,7906
3013986,5271
2247243,5757
2247243,7876
1294599,4915
1906842,8902
1906842,5543
1906842,2130
1906842,4885
1906842,2077
1906842,5053
1906842,6424
1414416,7720
2850007,2799
2850007,2852
2043207,6740
2043207,1405
2043207,2254
3140335,5271
3140335,1858
3140335,2522
3140335,5053
3140335,2197
3140335,7795
3140335,6066
1160071,6424
1160071,9745
1160071,4126
1160071,5647
1160071,4756
1086169,1676
1086169,8182
1086169,6374
1086169,5442
1086169,6704
1086169,4173
2398129,3226
3048503,6670
3048503,7720
3048503,7090
3048503,9149
3048503,1676
3048503,4476
3048503,1875
1730208,7152
1730208,5679
1730208,6896
1730208,6424
1730208,6319
1730208,3199
3482940,6306
3482940,7200
3482940,2293
3482940,6670
3482940,8230
3482940,1377
3482940,4173
2385549,3199
2385549,8384
2385549,2825
2385549,7932
2385549,5689
2385549,1234
2385549,4915
2385549,6306
3119354,5757
2059868,6424
2059868,6306
2059868,2130
3261992,1559
3261992,7408
3271447,6066
3271447,1875
3271447,7609
3271447,8085
3271447,7090
3271447,2799
3271447,5757
3271447,5216
2800998,8768
2800998,7795
2800998,2197
2800998,4476
2800998,2916
2800998,4378
1994998,8004
1994998,4351
1994998,7609
1994998,5660
1994998,4836
1994998,3575
1375346,7236
1311870,7572
1311870,1975
1311870,1858
1311870,9832
1311870,3600
1988611,5689
1988611,2197
1988611,9499
1988611,1421
1988611,2799
1988611,7090
1988611,2522
3101067,2695
3101067,3600
3101067,7200
3101067,1941
3101067,6849
3101067,3575
3101067,6740
2341755,9745
2341755,7316
2341755,8025
2341755,5679
2341755,7329
2341755,9154
2341755,1049
2872124,4915
2872124,4823
2872124,4885
2872124,5999
2872124,5689
2872124,1831
2872124,8824
2872124,2254
2859149,6374
2859149,1527
2859149,4565
2859149,3575
2859149,1858
3382127,9149
3382127,4415
3382127,3692
3382127,5665
3382127,1421
2820865,1941
2820865,6591
2820865,7152
2820865,9485
2670114,9485
2670114,1676
2670114,7090
2670114,8110
2670114,4823
2670114,8182
2670114,4476
2453496,1875
2453496,7720
2453496,1527
1901232,6428
1901232,6740
1901232,1527
1901232,2952
1901232,1559
1901232,9832
1901232,4126
1823886,8384
1823886,7795
2567882,2197
2567882,7932
2058241,6680
2058241,5756
2058241,8004
2058241,9858
2058241,2185
1960006,7463
1960006,6428
3373429,9348
3373429,8110
3373429,2825
1253004,8110
1253004,4476
1253004,4915
1253004,6896
1253004,8230
1253004,6719
1253004,4823
2268286,9858
2268286,9149
2268286,2852
2268286,2740
2268286,4415
2268286,7152
3028655,4565
3028655,3692
3028655,2957
3028655,5689
3028655,6896
3028655,1559
2634730,5543
2634730,6880
2634730,7795
1500280,5056
1500280,1421
2650702,6319
2650702,2952
2737740,4836
2737740,1244
2737740,1341
2737740,8182
2737740,3213
2737740,3573
2105398,5756
2105398,9525
2105398,6704
2105398,2130
2105398,9348
2105398,7463
2105398,4103
2105398,2077
1546435,1234
1546435,3575
1546435,7329
1546435,3884
2882139,3573
2882139,4476
2882139,6719
2882139,9832
2882139,5756
3454788,2852
3454788,5665
2441351,7795
2441351,1405
2441351,8443
2441351,7463
2441351,4103
2650582,5543
2650582,5756
2650582,6849
1759295,1559
1759295,4836
1759295,6591
1759295,2740
1759295,3213
1759295,7408
1759295,1244
1759295,5660
2549489,6704
1109799,2197
1109799,1405
1109799,1559
1109799,1049
1109799,4915
1109799,2197
2368216,4823
2291791,2094
2291791,6896
2291791,5647
2291791,6719
1190158,1405
2983552,3408
2348784,4415
2348784,5757
2348784,1975
2348784,6306
2348784,7957
2348784,5949
2348784,8085
2348784,6896
1339777,8443
1339777,4654
1339777,2963
1339777,7876
1339777,5757
2238579,2825
2238579,9154
2238579,4654
2238579,1875
2238579,2852
3433284,8824
3433284,4654
3433284,6740
3433284,2077
3433284,7316
1593510,2952
1593510,2825
1593510,1341
1593510,9154
1593510,7957
1593510,3408
1593510,1676
1038515,8182
1038515,9149
1038515,5756
1038515,1377
3445663,8025
3445663,5271
3445663,6428
2085839,2799
2085839,8025
2085839,6306
2085839,5523
2085839,7152
2085839,1831
2085839,2963
2085839,2957
2766965,8768
2766965,8025
2766965,9485
1204262,2695
1814688,9348
1814688,6903
1814688,2963
1122428,8902
1122428,5543
1122428,7795
1122428,4738
1122428,3314
3370474,1676
3370474,6066
3370474,9102
3370474,2852
3370474,1377
1416500,2957
1416500,7720
1416500,5689
1416500,6849
1870487,8902
1870487,5523
1870487,1875
1870487,8110
1870487,2002
1579180,7609
1579180,8902
1579180,8182
1579180,3575
1579180,7906
1579180,9693
1579180,3873
3258055,5442
3258055,1975
2306553,4378
2306553,3573
2306553,6306
2306553,6591
1315640,2957
1315640,3573
1315640,5999
1315640,1831
2905677,8230
2905677,8110
2905677,8824
2905677,7795
2905677,2703
1980533,6896
1980533,4836
1980533,7090
3088842,9858
2294091,3873
2294091,2916
2294091,2916
2294091,1234
1503954,2957
1503954,3213
1503954,3314
1503954,8417
2856580,4823
2856580,8384
2856580,2073
2856580,5509
2856580,2916
2856580,7329
2856580,9858
2856580,8004
1283292,4126
1283292,7090
1283292,7906
1283292,7572
1283292,5665
1283292,3977
1283292,5757
2484283,5543
2484283,4654
2484283,9102
2484283,4103
2484283,4823
2484283,1377
2484283,6608
2653936,7720
2653936,6670
2653936,7591
2653936,7463
1708019,2825
1708019,4885
1708019,1049
1708019,2073
2376978,6137
2376978,5216
2376978,5227
2376978,2799
2376978,1527
2376978,4476
2391061,7572
2391061,6724
2391061,1244
2391061,1286
2391061,3692
2391061,1858
2391061,8230
2857576,5523
2857576,7932
2857576,8182
2857576,7266
2857576,8768
2857576,2825
2857576,7152
2857576,4654
1376327,4565
2042658,5271
2042658,3573
2042658,2197
1280156,1858
1280156,8666
1280156,2957
1280156,6719
1280156,2957
1280156,7957
1280156,5056
1475034,3314
1475034,1421
1475034,1377
1475034,5757
1475034,2077
1475034,6880
1475034,8417
1475034,1341
1760466,2825
1121950,9154
1121950,4674
1121950,2197
1977658,6849
1977658,9102
1977658,1234
1977658,8182
1977658,7266
3281839,1405
3281839,5679
3281839,4915
1843467,6880
1843467,1975
1843467,7316
2689417,8077
2232713,6424
2232713,2002
2232713,2094
2232713,5056
2232713,8666
3449348,5647
3449348,3199
2872505,4744
2872505,3600
2107584,9693
2107584,6880
2107584,5756
2107584,8077
1145888,1858
1145888,3213
1145888,6903
1145888,4351
1145888,8417
1145888,4378
1145888,6849
1145888,4565
2352151,9154
1176130,5227
1176130,6681
1176130,8384
1176130,5509
1176130,8384
1176130,5543
1176130,4756
1176130,8417
1782991,6319
1782991,6681
1782991,4823
1782991,6680
1782991,6719
1782991,3314
1898054,5056
1898054,2130
1898054,8085
1898054,1831
1898054,6374
1898054,9525
1898054,6896
1708287,2130
1708287,1234
1708287,5949
1708287,3873
1708287,1421
1708287,4738
2659322,5271
2659322,6424
2659322,6719
2659322,7316
2659322,3314
3266963,7200
3266963,4823
2867195,5647
2867195,5756
2867195,1341
2867195,3199
2867195,4823
2867195,2740
2610439,2293
2610439,9149
2610439,5056
2610439,5523
2950503,4744
2950503,8077
1258077,4378
1258077,6880
1258077,1676
1258077,1244
1258077,6719
1258077,9485
1258077,6681
1533823,3336
1533823,4674
1533823,3336
1533823,9499
1533823,5647
1533823,2073
1533823,2002
2240406,4915
2240406,5757
1183298,9858
1183298,2254
1183298,1286
1183298,2197
1183298,7090
1183298,2185
1183298,9485
1183298,4103
1157767,3575
1157767,8025
1157767,9149
1157767,1234
1157767,1975
1157767,1234
1252416,2073
2769381,5053
2769381,6724
2811900,2185
2811900,3213
2811900,9499
2811900,1341
2811900,8004
2494949,4654
2494949,6903
2494949,6896
2494949,4126
2494949,9693
2494949,3336
3272116,5665
3272116,6680
3272116,5227
3272116,6319
3272116,9102
3272116,7266
3272116,4415
3272116,5523
1950573,1875
1950573,6608
1950573,4415
1950573,2077
3035258,8824
2809743,6724
2809743,6849
3209579,1286
3209579,4836
3209579,9832
3209579,4415
3209579,8768
3486522,8768
3486522,9102
3486522,7957
3486522,2957
3486522,7090
3486522,1244
3486522,7957
3002132,1234
3002132,2703
3002132,7316
3002132,2073
3002132,6591
3002132,1049
3002132,3408
3002132,7152
2830988,4415
2830988,5509
2830988,5679
2830988,4565
2830988,2825
2830988,6066
2038581,2522
2038581,1049
2038581,9858
2038581,1559
2038581,5442
2776140,2254
2776140,6724
2776140,1831
2776140,1875
2776140,7957
2776140,6903
1898972,5509
1898972,3884
1470088,8004
1632839,1831
1632839,7876
1632839,1244
1632839,6704
2846634,8902
2846634,8110
2846634,5949
2195506,2522
2195506,3408
2195506,6608
2195506,9693
2195506,1234
2195506,7329
2195506,3408
2195506,1049
2844171,5689
2844171,7200
2844171,5607
2844171,8077
2844171,2522
2844171,5053
2844171,3600
1489513,5607
1489513,5509
1489513,7609
1863061,4565
1863061,8443
1863061,8768
1863061,1286
1863061,4836
1863061,2130
2011548,1559
2011548,1421
2011548,9525
2011548,6849
2011548,6137
2011548,2740
2011548,7957
2011548,5053
2984623,3213
2984623,3314
2984623,8384
2984623,1234
2984623,7329
2984623,1527
2984623,8230
3154308,4836
3154308,2963
3154308,2916
3154308,2963
3154308,6306
3209110,2197
3209110,6903
3209110,1049
3209110,3408
3349842,7906
3349842,7957
3349842,3575
3349842,2185
3349842,5523
2996286,2852
2996286,7266
2996286,1676
2697182,7795
2697182,2963
2697182,7572
2697182,4415
2627002,5053
1898768,4126
1898768,4415
1898768,4378
1898768,9154
1898768,7932
1898768,5607
2947995,5227
2947995,2197
2947995,6880
2947995,4756
2947995,1286
2947995,5665
2947995,6066
2947995,8025
3483214,4654
3483214,6137
3483214,1421
3095792,8182
3095792,1049
3095792,1875
3095792,9485
3095792,9273
3095792,7329
3095792,6880
3095792,4415
1577084,7090
1577084,8182
1577084,1831
1577084,3314
1577084,4565
2111078,2293
2111078,2695
2111078,4915
2111078,2254
2111078,1244
2111078,8110
2111078,2522
2922410,9154
2922410,8077
2922410,1527
2922410,5543
2735167,9154
2735167,7906
2735167,5757
2735167,9485
2735167,9693
2735167,1045
2105219,7591
2105219,4885
2105219,6903
2105219,8417
2537460,3314
2537460,1676
2537460,9499
2537460,4415
2537460,6670
2537460,4126
2537460,5523
2537460,6903
2267667,2799
2267667,2077
2019032,2852
2019032,1559
2019032,2185
2019032,4744
2019032,4415
2019032,4351
1985538,4126
1985538,5523
1985538,4126
1985538,7090
1985538,1286
1102459,1676
1102459,7152
1102459,6608
1102459,5999
1102459,8182
1504088,9693
1504088,5679
1504088,8443
1806541,7329
1806541,9149
1806541,5271
1806541,2185
1806541,5523
1806541,4823
1806541,2197
1806541,5756
3303540,7720
3303540,9525
3303540,4415
3303540,1941
3303540,1421
2820967,2185
2820967,4565
2820967,4836
2820967,2957
2820967,1421
2820967,2197
2820967,9348
2820967,1559
3238395,2293
3238395,7609
3238395,7463
3238395,7152
3238395,5757
2040979,3213
2040979,2293
2040979,6896
2040979,1234
2040979,5689
2040979,1234
2040979,6066
2040979,1244
1507018,7932
1507018,1875
1507018,5227
1507018,2695
1507018,2799
1507018,3977
1507018,3213
1507018,6681
2246390,6319
2246390,8085
2246390,4915
2246390,7329
1716430,1676
1716430,9525
1716430,5227
3262330,7932
3262330,5216
1623885,7932
1623885,7463
1623885,2077
1623885,4173
1623885,8004
3165124,1045
3165124,5509
3165124,2073
3165124,3336
3165124,5999
3165124,6681
3165124,8077
1776173,7591
1776173,2695
2391766,9499
2391766,4173
2391766,9273
2391766,8085
2391766,8077
2391766,5053
2105162,8443
2105162,8902
2105162,5689
1530908,6137
1530908,1527
1530908,6319
1530908,7795
1530908,7408
1716774,9832
1716774,1377
1716774,1377
1716774,6849
1716774,8004
3103188,8666
3103188,7090
3103188,7266
2939380,6428
2939380,8077
2939380,6680
2939380,1527
2939380,4378
2939380,9154
2452154,2963
2452154,8384
2452154,1045
2452154,5757
2452154,1831
2452154,9693
2452154,1341
1618102,6724
1618102,5056
1618102,2799
1618102,8085
1618102,4351
1618102,4351
2987202,3873
2987202,2695
2987202,1421
2987202,9858
2987202,1527
1638598,5665
1638598,9485
1638598,1975
1822074,1405
1822074,6591
1822074,5679
1822074,6608
1822074,2963
1739383,8182
1096459,7591
1096459,8417
1096459,8902
1096459,1045
1096459,1234
1096459,7609
1833750,7932
1605686,4126
1985088,3600
1985088,5689
1985088,5679
1985088,5216
2720069,4103
3068499,8417
3068499,9832
3068499,2963
1194957,7876
1194957,4351
1363985,7463
1363985,4738
1363985,3226
3280740,6428
3280740,8182
3280740,6608
3280740,1421
3280740,9499
3280740,2703
3280740,6066
3280740,6896
1449290,8417
1449290,8077
1449290,4738
1449290,1831
1449290,5679
3097425,7572
3097425,9273
3097425,5660
3097425,6724
3097425,1234
3097425,7152
3165182,8110
3165182,2916
3165182,6137
3165182,8025
3165182,5056
3403933,7957
1016328,1676
2134053,9693
2134053,5660
2134053,2077
2134053,6306
2134053,7720
2134053,6724
3230137,2522
3230137,6670
3230137,6374
2925980,6424
2925980,7906
2925980,6066
2925980,2254
2098266,3226
1640705,4351
1640705,4823
1640705,9858
1639517,8443
1639517,3213
1639517,6704
1639517,6896
1639517,1234
1639517,1234
3348833,5056
3348833,9149
2003304,3314
2003304,6608
2003304,3336
1194976,5442
1194976,6880
1194976,7316
2421050,5271
2421050,5607
2421050,5053
2421050,7591
2421050,7152
2421050,6608
2421050,6591
1212890,8824
1212890,4351
1212890,4173
3344299,6719
3344299,9832
3344299,6670
3344299,5227
1219652,3314
1219652,5271
1219652,8902
2644387,6066
1740502,7200
1740502,1527
1740502,3600
1740502,7200
1740502,2799
1740502,7876
1608001,5647
1608001,9149
1608001,5999
1608001,4654
1608001,2695
1608001,7932
1608001,1341
1608001,9832
2173930,2799
2173930,2002
2173930,6704
2173930,6306
1242149,2197
2275729,4744
2275729,1341
2275729,6704
2275729,4885
2275729,5756
2275729,3873
2275729,8230
1319059,5509
1319059,6880
1319059,8182
1319059,4351
1319059,7236
2305151,1341
2305151,3573
2305151,4654
2305151,4674
3207016,6670
3207016,2963
3207016,7720
3207016,6137
3207016,5647
3207016,8182
3207016,5056
3207016,4103
2593257,3226
2593257,6849
1750625,4103
3197821,6066
3197821,1377
3197821,6896
2119853,7572
2119853,1858
2119853,7572
3163350,8077
3163350,1559
3163350,7152
3163350,8666
2944147,1377
2944147,9499
2944147,7720
2944147,8004
3205047,8443
3205047,5949
3205047,5442
3205047,5053
3205047,4836
3481412,1676
3481412,1045
3481412,4126
3481412,7152
3481412,7236
3481412,3199
3481412,8004
3481412,2740
1011109,9745
1011109,6849
1011109,3692
1011109,1049
1440474,5056
1440474,6719
1440474,6319
1440474,5543
1440474,5647
1440474,3573
1440474,5543
1745966,2703
1745966,1286
1745966,4351
1745966,3199
3172332,1875
3172332,1286
3172332,3884
2874149,3314
2874149,2740
2874149,8443
2593332,7329
2593332,2799
2593332,5949
2216377,3213
2216377,6591
2216377,4885
2216377,7876
1138638,1377
1138638,9149
1138638,2825
1138638,3573
1138638,2073
1138638,1941
1563035,9273
1563035,5227
1563035,3573
1563035,2957
2450400,4173
2450400,8768
2450400,5227
2450400,6319
2450400,2703
2450400,3336
2450400,7408
2450400,8004
1393691,1975
1393691,9499
1393691,3226
1393691,2094
1393691,5679
1393691,7316
1393691,9485
1936504,2094
2544074,7152
2544074,5757
2544074,8025
2544074,2695
2544074,9499
2220886,2799
2220886,6719
2220886,5509
2220886,6880
2220886,6424
2220886,5689
2220886,7408
1064670,6137
1064670,2952
1033405,4738
1033405,6424
1033405,3692
1033405,6724
1033405,3575
1033405,7316
1033405,3573
1033405,2957
2290258,8110
2290258,2094
2290258,2073
2246986,2703
2246986,7463
2010641,7591
2010641,3692
2010641,3573
2010641,4915
1037285,6849
1037285,4378
1037285,2957
2022527,4885
2022527,4756
2022527,5053
2022527,6137
3127768,5999
3127768,6424
3127768,1045
3127768,1286
2332807,8417
2332807,3213
2332807,1405
2332807,5523
2332807,4351
2332807,6704
2948794,9858
2948794,4915
2948794,5216
2948794,6424
2948794,5442
1736312,2916
1736312,2185
1736312,6740
1736312,7408
3273325,6428
3273325,5756
1979289,2077
1979289,9273
1979289,2293
1979289,1341
3039295,4103
3039295,6608
3039295,7329
3039295,3336
3039295,8085
3039295,3884
3039295,1421
1313915,4885
1313915,1831
1313915,4744
1313915,1975
1313915,9154
1792523,7316
1792523,3575
1792523,1234
1792523,7876
1792523,1045
1804380,4126
1804380,5757
1804380,7266
1804380,1858
1804380,5509
2253178,5053
3197879,8085
3197879,4103
3197879,2852
3197879,5679
3197879,5756
2189261,3573
3298203,5053
3298203,4378
3298203,7795
3491428,1858
3491428,8443
3491428,2825
1488106,6374
1488106,9273
1488106,6591
1488106,7932
1488106,7329
1627622,5647
1627622,5442
1627622,8085
1627622,6903
1627622,4476
1627622,4173
2540290,4885
2540290,6374
2540290,2695
2540290,9745
2540290,4476
2540290,5689
3324218,2952
3324218,6670
3324218,7152
3324218,3575
3324218,2703
3324218,7316
3324218,1676
3324218,6680
2535088,2916
2535088,4126
2163190,5523
2163190,4836
2284048,9858
2284048,9525
2284048,8025
2284048,5607
2284048,3873
1028380,3573
1028380,3575
1028380,5543
1028380,2077
1028380,8384
1028380,4756
1028380,3573
2873797,3575
2873797,3575
1930221,6424
2456843,4126
2456843,4756
2456843,7906
2456843,8443
3339602,3226
3339602,7329
3339602,1377
3339602,3873
3339602,3573
3339602,8085
3402210,6680
3402210,2695
1056899,2952
1452948,7957
1452948,5949
1452948,4823
1452948,5442
1452948,7957
1452948,7316
1452948,1405
1403370,5509
1403370,4823
1852960,8110
1852960,5543
1852960,3336
2665665,4738
2665665,8085
2665665,4744
2665665,4126
1671628,4915
1671628,4756
1671628,3199
1671628,6591
1671628,7329
1671628,1234
1671628,4756
1671628,1341
1511847,6903
1511847,4565
1511847,4744
1511847,2799
1511847,6591
1613410,8085
1613410,2740
1613410,3199
1613410,1244
1613410,8004
1613410,9348
2128255,7932
2128255,1527
2128255,7572
2128255,5665
1901134,8417
1901134,5679
1901134,6374
2478925,5543
2478925,7591
2478925,4738
2478925,9693
2478925,4378
2478925,9525
2478925,8004
2478925,5689
2043802,9102
2043802,7876
2043802,4674
2043802,6896
2043802,2254
2043802,5689
2043802,1858
2957474,7316
2704308,8182
2454773,5660
2454773,6066
2454773,2130
2454773,5216
3006326,5756
3006326,1831
3006326,9693
3006326,5523
3006326,7090
3006326,1676
1380156,4885
1380156,2522
1380156,3314
1380156,7329
1380156,1341
1834398,3575
1834398,1045
1834398,1341
1834398,6608
1834398,3213
2256255,7200
2256255,7609
2256255,9154
2256255,5523
2256255,8004
1770546,9273
1770546,7572
1770546,7463
1770546,9832
1770546,7236
1770546,7720
1770546,7266
1770546,8417
2449072,1049
2449072,2852
2449072,9348
2449072,4565
2449072,9273
2449072,2916
1439801,5523
1439801,1341
1439801,4126
1439801,2963
3397066,9525
3397066,1286
3397066,3336
3397066,3873
3397066,2825
1128471,8384
1128471,1045
1128471,2916
3454407,4103
3454407,3213
3454407,1559
3454407,4378
3454407,7591
3454407,8182
3454407,2197
2618467,4654
2618467,6849
2618467,8182
2618467,9348
2499368,2963
2499368,4744
2499368,3977
2499368,3573
2499368,4378
1236618,6896
1236618,5053
1236618,4654
1236618,2957
1236618,1941
1236618,5689
2427154,5949
2427154,5949
2427154,7932
2427154,4756
2427154,1341
2427154,8666
2427154,4836
2358484,3573
2358484,2703
2358484,6740
2358484,7236
3126480,6880
2534296,6608
2534296,8417
2190438,6608
2190438,2002
2190438,3573
2190438,6680
2190438,1831
2190438,7266
2653313,1049
2653313,9149
2653313,1559
2653313,4756
1635605,5271
1635605,6719
1635605,1941
1635605,2130
1635605,1875
1635605,3408
1635605,3226
1635605,8025
1023989,8443
1023989,7720
1023989,5660
1023989,9149
1023989,3213
1023989,6137
1023989,2077
3203214,9102
3211893,4351
3211893,2094
3211893,7266
1342432,9858
1342432,8025
1342432,5216
1342432,1527
1342432,1858
1342432,7266
1342432,3600
1342432,5679
2062274,4654
